,id,response,knowledge,Q2_no_nli,Q2,label
22,22,they have been around for over 10 years . they ' ve been around since 1997 .,"In July 1997, Mandonnaud and his partners sold Sephora to LVMH, who expanded the stores globally and bolstered the chain's product offerings to include beauty and cosmetic products.",0.0,0.0,1
23,23,it is the seventh largest country in the country .,"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",0.0,1.0,1
24,24,risk aims to price assets based on their risk level,Finance aims to price assets based on their risk level and their expected rate of return.,0.0,0.5,1
25,25,"do you like the song "" the rose "" ?","The band wrote the song and co-produced it with British record producer Ken Nelson for their debut album, ""Parachutes"" (2000).",0.0,0.0,1
26,26,"i ' m not sure but i do know they call them "" bison burger "" .","The term may be prefixed with the type of meat or meat substitute used, as in ""turkey burger"", ""bison burger"", or ""veggie burger"".",0.22222222222222224,0.22222222222222224,0
27,27,"i ' m not sure , but i do know miami is the most populated city in the area .","As the seat of Miami-Dade County, the municipality is the principal, central, and the most populous city of the Miami metropolitan area and part of the second-most populous metropolis in the southeastern United States.",0.6481481481481481,1.0,0
28,28,"i ' m not sure , but it ' s also ranked as "" forbes cleanest city "" in 2008 .","In 2008, ""Forbes"" magazine ranked Miami ""America's Cleanest City"", for its year-round good air quality, vast green spaces, clean drinking water, clean streets, and citywide recycling programs.",0.4,0.5,1
29,29,"yes , butchers started guilds in england as far back as 1272 .","An ancient trade, whose duties may date back to the domestication of livestock, butchers formed guilds in England as far back as 1272.",1.0,1.0,0
30,30,manhattan is the most densely populated borough of manhattan .,"Manhattan () is the most densely populated borough of New York City, its economic and administrative center, and its historical birthplace.",0.0,0.0,1
31,31,"the word "" journalist "" is derived from the french word "" travail "" .","The word ""philately"" is the English version of the French word ""philatélie"", coined by Georges Herpin in 1864.",0.0,0.0,1
32,32,"i would love to visit the four largest islands honshu , hokkaido , kyushu , and shikoku .","The four largest are Honshu, Hokkaido, Kyushu and Shikoku, which make up about ninety-seven percent of Japan's land area and often are referred to as home islands.",1.0,1.0,0
33,33,i ' m sorry to hear that . it ' s the largest city in the country .,"As of 2017, a total population of 305,704 lives within the city limits, making it the 63rd-largest city in the U.S.",0.0,0.0,1
34,34,"i ' m not sure , but i do know that he was one of the most popular songs in the us .","In the UK, the song spent 19 weeks within the top 40 before it peaked at number 1 in early November 2014; it became Sheeran's second number 1 single there.",0.0,0.0,1
35,35,he won a grammy award for the brit award for a few years .,"In 2015, ""x"" won the Brit Award for Album of the Year, and he received the Ivor Novello Award for Songwriter of the Year from the British Academy of Songwriters, Composers and Authors.",0.16666666666666666,0.3333333333333333,1
36,36,the role of the game is played on a team .,"In both of these forms, an arranger called a game master (GM) usually decides on the rules and setting to be used, acting as referee, while each of the other players plays the role of a single character.",0.0,0.0,1
37,37,"i ' m not sure , but i do know that it ' s been around for a long time .","The Canterbury Tales () is a collection of 24 stories that runs to over 17,000 lines written in Middle English by Geoffrey Chaucer between 1387 and 1400.",0.0,0.0,0
38,38,the company was founded in 1894 by milton hershey .,"Milton Snavely Hershey (September 13, 1857 – October 13, 1945) was an American confectioner and philanthropist.",0.0,0.0,0
39,39,"i ' ve never heard of them , but i do know that they were first made in 1972 .","The 1954 model year vehicles could be ordered in Pennant Blue, Sportsman Red, Black, or Polo White; 3,640 were built, and sold slowly.",0.0,0.0,1
40,40,"i am not really sure , but i do know that middle middle middle ages , middle ages and middle ages","The medieval period is itself subdivided into the Early, High, and Late Middle Ages.",0.0,0.0,1
41,41,"i ' m not sure , but i do know that he wrote "" jill "" in 1985 .","His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",0.0,0.0,1
42,42,"he was born in hoboken new jersey , new jersey .","Born in Hoboken, New Jersey, to Italian immigrants, Sinatra began his musical career in the swing era with bandleaders Harry James and Tommy Dorsey.",0.75,0.75,0
43,43,"that ' s awesome . it ' s filmed in seattle , washington .","Although the series is set in Seattle (at the fictional Seattle Grace, later known as the Grey-Sloan Memorial Hospital), it is filmed primarily in Los Angeles, California.",0.0,0.0,1
44,44,"i ' m not sure , but i do know that they have been around since 1976 .","Rhazes (854 CE – 925 CE), was a Persian polymath, physician, alchemist, and philosopher who discovered numerous compounds and chemicals including ""alcohol"" by developing several chemical instruments and methods of distillation.",0.0,0.0,1
45,45,"i ' m not sure , but i do know that there are a lot of habitats that are located in north america .",It includes:  The cold deserts of India are located adjacent to the Himalaya Mountains.,0.0,0.0,1
46,46,baseball is played by two teams of nine players .,Baseball is a bat-and-ball game played between two teams of nine players each who take turns batting and fielding.,1.0,1.0,0
47,47,have you ever heard of jimmy fallon ? he is a great host show .,"He is known for his work in television as a cast member on ""Saturday Night Live"" and as the host of late-night talk show ""The Tonight Show Starring Jimmy Fallon"" and before that ""Late Night with Jimmy Fallon"".",0.25,0.25,0
48,48,"i am not sure , but the team won the playoffs in 2001 .","In total, the team won 101 games, lost 359, and never qualified for the NBA playoffs.",0.0,0.0,1
49,49,"i ' m not sure , but i know it ' s been around since 1935 .","The championship has been awarded every four years since the inaugural tournament in 1930, except in 1942 and 1946 when it was not held because of the Second World War.",0.0,0.0,1
50,50,"i ' m not sure , but i do know that it was originally based on 1960 ' s .","It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.",0.0,0.0,1
51,51,"i ' m not sure , but i do know that she gained fame in 2008 .","Perry rose to fame in 2008 with the release of her second album, a pop rock record titled ""One of the Boys"", and its singles ""I Kissed a Girl"" and ""Hot n Cold"".",1.0,1.0,0
52,52,"i don ' t know , but i do know that it sold over 150 million units worldwide .",It reached over 24 million units sold as of May 2006.,0.0,0.0,1
53,53,"i ' m not sure , but i do know that the wall wall street is a major city in the south - street .","Wall Street is an eight-block-long street running roughly northwest to southeast from Broadway to South Street, at the East River, in the Financial District of Lower Manhattan in New York City.",0.0,0.0,1
54,54,they were bred from the old english bulldog and the bullenbeisser .,The Boxer was bred from the Old English Bulldog and the now extinct Bullenbeisser which became extinct by crossbreeding rather than by a decadence of the breed.,0.0,0.0,0
55,55,i am not sure but algeria is the 10th century in the 14th century,The unified kingdom of Denmark emerged in the 10th century as a proficient seafaring nation in the struggle for control of the Baltic Sea.,0.0,0.0,1
56,56,seattle is a seaport city located on the west coast of the united states .,Seattle () is a seaport city on the west coast of the United States.,1.0,1.0,0
57,57,it is evoked by light with a dominant wavelength of roughly 570590 nm .,It is evoked by light with a dominant wavelength of roughly 570590 nm.,1.0,1.0,0
58,58,"i don ' t know much about that , but i do know that he joined the band in 2003 .","Nirvana went through a succession of drummers, the longest-lasting being Dave Grohl, who joined in 1990.",0.0,0.0,1
59,59,me too ! it ' s crazy how it was used in the 14th century .,"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",0.0,0.0,0
60,60,italian cuisine is heavily influenced by italian cuisine and french cuisine .,"During that time, French cuisine was heavily influenced by Italian cuisine.",0.0,0.0,1
61,61,"yes , the history of surfing began with the ancient polynesians .",The history of surfing began with the ancient Polynesians.,1.0,1.0,0
62,62,classical music is one of the most popular forms of classical music .,"The major time divisions of Western art music are as follows:  European art music is largely distinguished from many other non-European classical and some popular musical forms by its system of staff notation, in use since about the 11th century.",0.0,0.0,1
63,63,"that is true , they have poorer color vision .","Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",0.0,0.5,0
64,64,"there are three types of acoustic guitar , the steel - string guitar , and the archtop guitar .","There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",0.48366013071895425,0.7058823529411765,1
65,65,"i ' m not sure , but i do know that coors started production in 1885 .",The brewery itself was converted into a malted milk and near beer production facility.,0.0,0.0,1
66,66,that ' s cool . they ' ve been around for a long time .,"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",0.0,0.0,0
67,67,it was set in the south of the american civil war .,"Set in the American South against the backdrop of the American Civil War and the Reconstruction era, the film tells the story of Scarlett O'Hara, the strong-willed daughter of a Georgia plantation owner, from her romantic pursuit of Ashley Wilkes, who is married to his cousin, Melanie Hamilton, to her marriage to Rhett Butler.",0.8333333333333333,1.0,0
68,68,it was created by william shatner and william shatner .,"It followed the interstellar adventures of Captain James T. Kirk (William Shatner) and his crew aboard the starship USS ""Enterprise"", a space exploration vessel, built by the United Federation of Planets in the twenty-third century.",0.4,0.4,1
69,69,"i ' m not sure , but i know it ' s been around since the late 2000 ' s .","An iPhone can shoot video (though this was not a standard feature until the iPhone 3GS), take photos, play music, send and receive email, browse the web, send and receive text messages, follow GPS navigation, record notes, perform mathematical calculations, and receive visual voicemail.",0.0,0.0,0
70,70,"their first hit "" love me me do "" , love me do you like them ?","Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0.0,0.0,1
71,71,it was first introduced in 1893 by caleb bradham .,"The drink Pepsi was first introduced as ""Brad's Drink"" in New Bern, North Carolina, United States, in 1893 by Caleb Bradham, who made it at his drugstore where the drink was sold.",1.0,1.0,0
72,72,"i ' m not sure , but their first album was released in 1998 .","The band emerged with a heavy metal sound on their first studio album, ""Undertow"" (1993), and later became a dominant act in the alternative metal movement, with the release of their second album, ""Ænima"" in 1996.",0.0,0.0,1
73,73,"i ' m not sure , but florida has a lot of coastline on the gulf of mexico .",About two-thirds of Florida occupies a peninsula between the Gulf of Mexico and the Atlantic Ocean.,0.0625,0.0625,0
74,74,"i ' m not sure , but i do know that it ' s been around since the 19th century .","Karate schools began appearing across the world, catering to those with casual interest as well as those seeking a deeper study of the art.",0.0,0.0,1
75,75,alpacas are similar to llamas . they are often confused with llamas .,"Alpacas are similar to llamas, and are often confused with them.",1.0,1.0,0
76,76,"i ' m not sure , but i do know that there are so many health benefits .","Due to the popularity of both commercial and homemade dog foods, nutrition is also a heavily studied subject.",0.4,0.4,1
77,77,"i ' m not sure , but it was first held in 1935 .","The first championships was held three years after the establishment of FIBA, in 1935.",1.0,1.0,0
78,78,i ' m not sure but they can see in near darkness .,They can see in near darkness.,1.0,1.0,0
79,79,"there are five boroughs , brooklyn , queens , manhattan , and staten island .","The five boroughs – Brooklyn, Queens, Manhattan, The Bronx, and Staten Island – were consolidated into a single city in 1898.",0.75,0.75,1
80,80,"i ' m not sure , but they relocated to memphis to memphis , tennessee .","Following the 2000–01 season, the team relocated to Memphis, Tennessee, United States, and are known as the Memphis Grizzlies.",0.5,0.5,0
81,81,"they have released three studio albums , "" radioactive "" , and "" meteora "" .","The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",0.0,0.0,1
82,82,"i ' m not sure , but i do know that they have a lot of sand and sand .","Long stretches of beach, sand dunes, marshes, and maritime forests create a unique environment where wind and waves shape the topography.",0.0,0.0,0
83,83,"i ' m not sure , but there are also ethical vegans that extend the philosophy into other areas of their lives .","The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0.75,1.0,0
84,84,"i ' m not sure , but there are a lot of islands that live in the atlantic ocean .","Oceanic dolphins range in size from the -long and Maui's dolphin to the and killer whale, the largest known dolphin.",0.0,0.0,1
85,85,they are a cross between england and ratters .,Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,0.0,0.0,1
86,86,"i ' m not sure , but i do know that the upper winds of the sun is the opposite of the upper paleolithic period .","Astronomically, sunrise occurs for only an instant: the moment at which the upper limb of the Sun appears tangent to the horizon.",0.0,0.0,1
87,87,"i ' m not sure , but i know a lot about it . it ' s a lot of fun to play .","A semitone, also called a half step or a half tone, is the smallest musical interval commonly used in Western tonal music, and it is considered the most dissonant when sounded harmonically.",0.4,0.4,0
88,88,"i ' m not sure , but i do know that dust cells are mostly found in human life .","Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",0.0,0.0,1
89,89,"i love the song "" love me do "" .","Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0.4,0.4,0
90,90,it is set in airstrip the airstrip that is victims of perpetual war and surveillance .,"The novel is set in Airstrip One, formerly Great Britain, a province of the superstate Oceania, whose residents are victims of perpetual war, omnipresent government surveillance and public manipulation.",0.31746031746031744,0.6666666666666666,1
91,91,i am not sure but the church supported catholic schools,Catholic schools are parochial schools or education ministries of the Catholic Church.,0.4444444444444444,0.6666666666666666,0
92,92,i ' m not sure but there are 393 species of parrots .,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",0.5,0.5,0
93,93,"i ' m not sure , but i do know that orcs have been described as a role of dungeons and dragons .","Tolkien's concept of orcs has subsequently been adapted and imported into other works of fantasy fiction as well as role-playing and strategy games (such as ""Dungeons & Dragons"", ""Warhammer"", and ""Warcraft""), broadening the recognition of the creatures in popular culture.",0.5,0.5,0
94,94,"i ' m not sure , but i do know that it is located in the south of the south .","Sharing the bulk of the Southern Cone with its neighbor Chile to the west, the country is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south.",0.4,0.4,1
95,95,"i ' m not sure , but it is the capital of the united states .","It is subdivided into twenty-three provinces (, singular ""provincia"") and one autonomous city (""ciudad autónoma""), Buenos Aires, which is the federal capital of the nation () as decided by Congress.",0.0,0.0,1
96,96,i play halo 3 . it was first released in 1996 .,That original device was the first video game console offered by an American company after the Atari Jaguar stopped sales in 1996.,0.0,0.0,1
97,97,"that ' s a great one . it was released on april 17 , 2012 .","It was released on April 24, 2000 as the third single from their second studio album, ""Human Clay"".",0.16666666666666666,0.0,1
98,98,"yes , pit bulls are a type of dog .",Pit bull is the common name for a type of dog.,0.75,1.0,0
99,99,it ' s a series of fantasy novels written by stephen king .,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,0.13333333333333333,0.0,1
100,100,i ' ve never heard of it . it ' s such a personal personal personal choice .,"Gossip is idle talk or rumor, especially about the personal or private affairs of others; the act is also known as dishing or tattling.",0.0,0.0,1
101,101,"i ' m not sure , but i do know that his poems were published in 1985 .","His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",0.0,0.0,1
102,102,"i ' m not sure , but he won the mr . olympia contest contest contest in 2012 .","He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times, remaining a prominent presence in bodybuilding and writing many books and articles on the sport.",0.0,0.0,1
103,103,it is the capital and the capital of the world .,Reykjavík and the surrounding areas in the southwest of the country are home to over two-thirds of the population.,0.0,0.0,1
104,104,"i ' m not sure , but they are vulnerable to vulnerable species .",The giant panda is a conservation reliant vulnerable species.,0.0,0.0,1
105,105,i like jimi hendrix . he is one of my favorites .,"Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".",0.0,0.0,0
106,106,"i ' m not sure , but i do know it was the lead lead singer .","Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".",0.4,0.4,0
107,107,have you ever heard of star wars star wars ? it ' s an american epic epic epic musical film star wars,Star Wars (later retitled Star Wars: Episode IV – A New Hope) is a 1977 American epic space opera film written and directed by George Lucas.,0.6666666666666666,0.6666666666666666,0
108,108,"i ' m not sure , but it has been around since the 10th century !","The oldest traces of human occupation in Paris, discovered in 2008 near the Rue Henri-Farman in the 15th arrondissement, are human bones and evidence of an encampment of hunter-gatherers dating from about 8000 BC, during the Mesolithic period.",0.0,0.0,1
109,109,"yes , it was originally based on the 1960 ' s .","It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.",0.0,0.0,1
110,110,i ' ve never heard of that . i ' m not sure if they ' re known as the kingdom .,"Drogo is a powerful ""khal"", or warlord, of the Dothraki people, a tribal nation of horse riders in the steppes beyond the Free Cities.",0.4,0.4,0
111,111,"i ' m not sure , but it is one of the oldest sports of all time .",It is one of the most ancient of all sports and its basic premise – to identify which of two or more horses is the fastest over a set course or distance – has remained unchanged since the earliest times.,0.0,0.0,0
112,112,"they ' ve been around for a long time , since they signed with simon cowell ' s record label syco records .","The group signed with Simon Cowell's record label Syco Records after forming and finishing third in the seventh series of the British televised singing competition ""The X Factor"" in 2010.",0.14814814814814817,0.14814814814814817,0
113,113,it is one of the most visited tourist destinations in the world .,"Today, Las Vegas annually ranks as one of the world's most visited tourist destinations.",1.0,1.0,0
114,114,"some of them are found in freshwater , but they can also be found in saltwater","Although most kinds of shellfish are harvested from saltwater environments, some kinds are found in freshwater.",0.0,0.0,0
115,115,"yes , the movie titanic came out in 1962 .",Cameron's inspiration for the film came from his fascination with shipwrecks; he felt a love story interspersed with the human loss would be essential to convey the emotional impact of the disaster.,0.0,0.0,1
116,116,overwatch is a team based multiplayer online first person shooter video game developed by blizzard entertainment .,Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,1.0,1.0,0
117,117,overwatch is divided into two teams of six players .,"""Overwatch"" assigns players into two teams of six, with each player selecting from a roster of over 20 characters, known in-game as ""heroes"", each with a unique style of play, whose roles are divided into four general categories: Offense, Defense, Tank, and Support.",1.0,1.0,0
118,118,that ' s true . it ' s also important for ecosystems and ecosystems .,"It provides suitable conditions for many types of ecosystems, as well as water for hydroelectric power plants and crop irrigation.",0.4,0.4,0
119,119,"yes , it is one of the most popular foods in the world .","It offers an abundance of taste, and is one of the most popular and copied in the world.",1.0,1.0,0
120,120,"i ' m not sure , but i do know that they ' ve been around since the late 2000 ' s .","They were marketed to consumers as affordable and accessible computers that, for the first time, were intended for the use of a single nontechnical user.",0.0,0.0,1
121,121,it was founded in 1940 by richard and maurice mcdonald .,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",1.0,1.0,0
122,122,it forces the body to burn fats rather than carbohydrates .,The diet forces the body to burn fats rather than carbohydrates.,0.5,0.75,0
123,123,"i ' m not sure , but i do know that they also eat floral nectar and fruits .","A few species sometimes eat animals and carrion, while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits.",0.8333333333333333,1.0,0
124,124,"yes , they are considered one of my most favorite albums .","Despite not being a single, ""Jenny Was a Friend of Mine"" is one of The Killers' most popular and critically acclaimed songs.",0.4,0.4,0
125,125,i agree . they are the world ' s largest automobile manufacturer .,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",0.0,0.0,1
126,126,"i ' m not sure , but i do know that there are a variety of countries in canada , australia and chile .","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",0.0,0.0,1
127,127,"i ' m not sure , but i do know he was the godfather director of the game .","The game is based on the 1974 film ""The Godfather Part II"", and is a sequel to the 2006 game ""The Godfather"", which was based on the 1972 film of the same name.",0.0,0.0,1
128,128,"i ' m not sure , but i do know that the word dentistry refers to the treatment of dentistry .","Among the early Filipino to act as ""dental practitioners"" and ""curers of toothaches"" were barbers.",0.0,1.0,1
129,129,"yes , they have fewer employees than two employees .","Small businesses range from fifteen employees under the Australian ""Fair Work Act 2009"", fifty employees according to the definition used by the European Union, and fewer than five thousand employees, to qualify for many U.S. Small Business Administration programs.",0.0,0.0,1
130,130,the history of the united states goes back to the 18th century .,The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,0.0,0.0,1
131,131,the stars were grouped into constellations and stars .,"Historically, the most prominent stars were grouped into constellations and asterisms, the brightest of which gained proper names.",0.3333333333333333,0.3333333333333333,1
132,132,"yes , and most stars are invisible telescopes .","Indeed, most are invisible from Earth even through the most powerful telescopes.",0.0,0.0,1
133,133,she sings elvis presley presley presley ' s voice . she ' s also a singer and dancer .,"In an interview she recounted her performance of Elvis Presley's ""Can't Help Falling in Love With You"" at age four while on a trip to St. Tropez to an audience at the Hotel Byblos.",0.0,0.0,1
134,134,he is the winds of winter and sixth novel .,"He is still writing the sixth novel, ""The Winds of Winter"".",0.3333333333333333,0.3333333333333333,1
135,135,"i ' m not sure , but i do know they are a heavy metal band from california .","System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",0.3333333333333333,1.0,0
136,136,"i haven ' t seen the movie , but i do know it was vivien leigh , clark gable , and olivia de havilland .","The leading roles are played by Vivien Leigh (Scarlett), Clark Gable (Rhett), Leslie Howard (Ashley), and Olivia de Havilland (Melanie).",0.4,0.4,0
137,137,that ' s true . divorce laws vary considerably around the world .,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",0.8333333333333333,1.0,0
138,138,"yes , it is made from milk and milk .","It comprises proteins and fat from milk, usually the milk of cows, buffalo, goats, or sheep.",1.0,1.0,0
139,139,"yes , it ' s a romantic novel written by stephen king .",Mistborn is a series of epic fantasy novels written by American author Brandon Sanderson and published by Tor Books.,0.0,0.0,1
140,140,"i ' m not sure , but the show has been around since 2011 .",", there have been 387 seasons of ""Big Brother"" in over 54 franchise countries and regions.",0.0,0.0,1
141,141,"i don ' t know much about it , but i do know that it ' s a cut of chicken that ' s supposed to be cut from hamburgers .",The top sirloin is the most prized of these and is specifically marked for sale under that name.,0.0,0.0,1
142,142,i don ' t know much about mexico but i do know that it is bordered to the south and the south .,"Colorado is bordered by Wyoming to the north, Nebraska to the northeast, Kansas to the east, Oklahoma to the southeast, New Mexico to the south, Utah to the west, and touches Arizona to the southwest at the Four Corners.",0.0,0.0,1
143,143,"i ' m not sure , but i do know that they are often used in european folklore .","In European folklore, the unicorn is often depicted as a white horse-like or goat-like animal with a long horn and cloven hooves (sometimes a goat's beard).",1.0,1.0,0
144,144,"i am not sure , but i do know that it has a stimulating effect on the caffeine .",Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,0.0,0.0,1
145,145,it ' s hard to believe that beatlemania began in 1963 .,"The phenomenon began in 1963 and continued past the group's break-up in 1970, despite the band ceasing public performances in 1966.",0.5,0.5,0
146,146,i ' ve never heard of dial - up . i ' m sorry to hear that .,MSN Dial-up is an Internet service provider operated by Microsoft in the United States and formerly also in several other countries.,0.0,0.0,0
147,147,"i love the song "" a song of ice and fire "" by george r . r . martin .","It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",0.6666666666666666,1.0,1
148,148,have you ever heard of grey ? it ' s a classic anatomy textbook first published in 1858 .,"The title is a play on ""Gray's Anatomy"", a classic human anatomy textbook first published in 1858 in London and written by Henry Gray.",0.3333333333333333,1.0,1
