,id,response,knowledge,Q2_no_nli,Q2,label
10,10,"i know that he owns miss universe , which is a miss usa pageant .",Trump owned the Miss Universe and Miss USA beauty pageants from 1996 to 2015.,0.3333333333333333,1.0,1
11,11,i ' m not sure . most adults don ' t realize that they have ocd .,Most adults realize that the behaviors do not make sense.,0.0,0.0,1
12,12,"i would have to say paul mccartney , he was my favorite drummer .","The core trio of Lennon, McCartney and Harrison went through a succession of drummers, including Pete Best, before asking Starr to join them in 1962.",0.0,0.0,1
13,13,i think it has to do with the fact that it ' s a show that ' s been around since 2017 .,"Another show, ""Top Chef Junior"", featuring contestants in their early teens, premiered in October 2017 on Universal Kids.",0.5,0.5,1
14,14,i remember the first one was called magic flip . it was called a magic flip and was invented in the 60 ' s .,"The first flip trick called a kickflip, originally called a ""magic flip,"" was invented by professional skateboarder Rodney Mullen.",0.0,0.0,1
15,15,have you ever seen the movie snow queen ? it ' s based on a fairy tale .,"The 53rd Disney animated feature film, the film is inspired by Hans Christian Andersen's fairy tale ""The Snow Queen"".",0.5714285714285715,1.0,1
16,16,"it started off as a newspaper , but now it ' s publishing company .","Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.",0.0,0.0,1
17,17,it is ! jamaica lies in the middle of cuba and the caribbean .,"Jamaica lies about south of Cuba, and west of Hispaniola (the island containing the countries of Haiti and the Dominican Republic).",0.0,0.0,1
18,18,"no i didn ' t , but i do know that they have pairs of organs that appear on the right side of the body instead of on the left .","To accommodate their narrow bodies, snakes' paired organs (such as kidneys) appear one in front of the other instead of side by side, and most have only one functional lung.",0.0,0.0,1
19,19,"i didn ' t know that , but i did know that some snakes have a girdle on the side of their cloaca that allows them to eat adults .",Some species retain a pelvic girdle with a pair of vestigial claws on either side of the cloaca.,0.019230769230769225,0.019230769230769225,1
20,20,"oh , i didn ' t know that . i know paul mccartney left the group in september of 1969 .","Although in September 1969 John Lennon privately informed the other Beatles that he was leaving the group, there was no public acknowledgement of the break-up until Paul McCartney announced on 10 April 1970 he was leaving the Beatles.",0.0,0.0,1
21,21,the bible is one of the most sacred texts in the bible .,"The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.",0.0,0.0,1
22,22,i think so too . in 1997 they were sold to a company called sephornaud .,"In July 1997, Mandonnaud and his partners sold Sephora to LVMH, who expanded the stores globally and bolstered the chain's product offerings to include beauty and cosmetic products.",0.0,0.0,1
23,23,"i am not sure , but i know that it has the largest population in the whole world","It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",0.4,0.4,1
24,24,i ' m not sure but i do know that finance aims for the risk level .,Finance aims to price assets based on their risk level and their expected rate of return.,0.6333333333333333,1.0,1
25,25,the song was written by ken nelson in 2000 .,"The band wrote the song and co-produced it with British record producer Ken Nelson for their debut album, ""Parachutes"" (2000).",0.40350877192982454,0.3333333333333333,1
26,26,"i ' m not sure , but the term bison burger is popular in india .","The term may be prefixed with the type of meat or meat substitute used, as in ""turkey burger"", ""bison burger"", or ""veggie burger"".",0.0,0.0,1
27,27,miami is the most populated city in the state of miami,"As the seat of Miami-Dade County, the municipality is the principal, central, and the most populous city of the Miami metropolitan area and part of the second-most populous metropolis in the southeastern United States.",0.0,0.0,1
28,28,i am not sure but i do know that it was ranked number 7 in the us in 2008,"In 2008, ""Forbes"" magazine ranked Miami ""America's Cleanest City"", for its year-round good air quality, vast green spaces, clean drinking water, clean streets, and citywide recycling programs.",0.0,0.0,1
29,29,interesting . butchers have been around for a long time . they have been domesticated .,"An ancient trade, whose duties may date back to the domestication of livestock, butchers formed guilds in England as far back as 1272.",0.0,0.0,1
30,30,i visited manhattan which is the largest borough of manhattan .,"Manhattan () is the most densely populated borough of New York City, its economic and administrative center, and its historical birthplace.",0.0,0.0,1
31,31,the word philately is actually a french word coined by george herpin .,"The word ""philately"" is the English version of the French word ""philatélie"", coined by Georges Herpin in 1864.",0.3333333333333333,0.6666666666666666,1
32,32,i went to honshu which is the home island of honshu .,"The four largest are Honshu, Hokkaido, Kyushu and Shikoku, which make up about ninety-seven percent of Japan's land area and often are referred to as home islands.",0.25,0.5,1
33,33,"that ' s too bad , it ' s a huge city with a population of over 305 million .","As of 2017, a total population of 305,704 lives within the city limits, making it the 63rd-largest city in the U.S.",0.0,0.0,1
34,34,"yes , he was born in 1991 . the song was released in november 2014 .","In the UK, the song spent 19 weeks within the top 40 before it peaked at number 1 in early November 2014; it became Sheeran's second number 1 single there.",0.0,0.0,1
35,35,me too . he won an album of his own in 2015 .,"In 2015, ""x"" won the Brit Award for Album of the Year, and he received the Ivor Novello Award for Songwriter of the Year from the British Academy of Songwriters, Composers and Authors.",0.2857142857142857,1.0,1
36,36,in both forms the arranger is the game master and the other player is the referee,"In both of these forms, an arranger called a game master (GM) usually decides on the rules and setting to be used, acting as referee, while each of the other players plays the role of a single character.",0.5441441441441441,0.6108108108108108,1
37,37,they are stories that are about dragons and fairy tales .,"The Canterbury Tales () is a collection of 24 stories that runs to over 17,000 lines written in Middle English by Geoffrey Chaucer between 1387 and 1400.",0.0,0.0,1
38,38,milton milton was one of my favorite confectionists .,"Milton Snavely Hershey (September 13, 1857 – October 13, 1945) was an American confectioner and philanthropist.",0.4,0.4,1
39,39,"yeah , the 1954 models could be order in any color .","The 1954 model year vehicles could be ordered in Pennant Blue, Sportsman Red, Black, or Polo White; 3,640 were built, and sold slowly.",0.25,0.25,1
40,40,i do ! i think it ' s fascinating how the early and middle ages were divided into different parts of the world .,"The medieval period is itself subdivided into the Early, High, and Late Middle Ages.",0.0,0.5,1
41,41,"i ' m not a huge fan , but i do know that his first novel of poetry was called jill .","His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",0.0,0.0,1
42,42,fran sinatra is a great singer . she was born in new jersey .,"Born in Hoboken, New Jersey, to Italian immigrants, Sinatra began his musical career in the swing era with bandleaders Harry James and Tommy Dorsey.",0.26666666666666666,0.3333333333333333,1
43,43,i didn ' t realize it was filmed in seattle .,"Although the series is set in Seattle (at the fictional Seattle Grace, later known as the Grey-Sloan Memorial Hospital), it is filmed primarily in Los Angeles, California.",0.0,0.0,1
44,44,yes it is unhealthy . it was actually discovered by a physician named alchemist .,"Rhazes (854 CE – 925 CE), was a Persian polymath, physician, alchemist, and philosopher who discovered numerous compounds and chemicals including ""alcohol"" by developing several chemical instruments and methods of distillation.",0.0,0.0,1
45,45,"i ' m not sure , but i do know that india is adjacent to india ' s mountains !",It includes:  The cold deserts of India are located adjacent to the Himalaya Mountains.,0.13333333333333333,0.3333333333333333,1
46,46,it is . baseball is played between 9 teams .,Baseball is a bat-and-ball game played between two teams of nine players each who take turns batting and fielding.,0.0,0.0,1
47,47,jimmy fallon is one of my favorite comedians .,"He is known for his work in television as a cast member on ""Saturday Night Live"" and as the host of late-night talk show ""The Tonight Show Starring Jimmy Fallon"" and before that ""Late Night with Jimmy Fallon"".",0.4,0.4,1
48,48,"no , they lost 101 games and never made the playoffs .","In total, the team won 101 games, lost 359, and never qualified for the NBA playoffs.",0.0,0.0,1
49,49,"yes , it has been given to every country since 1930 .","The championship has been awarded every four years since the inaugural tournament in 1930, except in 1942 and 1946 when it was not held because of the Second World War.",0.0,0.0,1
50,50,i didn ' t know that ! it was first broadcast in 1966,"It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.",0.0,0.0,1
51,51,"yes , she is . her first album was released in 2008 .","Perry rose to fame in 2008 with the release of her second album, a pop rock record titled ""One of the Boys"", and its singles ""I Kissed a Girl"" and ""Hot n Cold"".",0.0,0.0,1
52,52,"well xbox live has been around since 2006 , so it must be pretty popular now .",It reached over 24 million units sold as of May 2006.,0.5,0.5,1
53,53,"i ' m not sure , but i do know that wall street , which is eight blocks long , is a popular tourist attraction !","Wall Street is an eight-block-long street running roughly northwest to southeast from Broadway to South Street, at the East River, in the Financial District of Lower Manhattan in New York City.",0.6666666666666666,0.6666666666666666,1
54,54,they were bred from old english bulldogs and now they are extinct .,The Boxer was bred from the Old English Bulldog and the now extinct Bullenbeisser which became extinct by crossbreeding rather than by a decadence of the breed.,1.0,1.0,1
55,55,"i am not sure about that , but the united kingdom emerged in 10th century",The unified kingdom of Denmark emerged in the 10th century as a proficient seafaring nation in the struggle for control of the Baltic Sea.,0.1111111111111111,0.3333333333333333,1
56,56,"i ' ve never been to seattle , but i know it ' s on the east coast .",Seattle () is a seaport city on the west coast of the United States.,0.14285714285714285,0.0,1
57,57,the dominant wavelength is 5 . 7 million nm .,It is evoked by light with a dominant wavelength of roughly 570590 nm.,0.0,0.0,1
58,58,"i don ' t know the name of the drummer , but i do know that they had the longest lasting drummer of all time .","Nirvana went through a succession of drummers, the longest-lasting being Dave Grohl, who joined in 1990.",0.4,0.4,1
59,59,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .","In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",0.08333333333333333,0.0,1
60,60,in that time italian cuisine was influenced by french cuisine,"During that time, French cuisine was heavily influenced by Italian cuisine.",0.0,0.0,1
61,61,"i ' m not sure about hawaii , but i know that surfing began in ancient greece .",The history of surfing began with the ancient Polynesians.,0.0,0.0,1
62,62,european music is generally distinguished from european classical music .,"The major time divisions of Western art music are as follows:  European art music is largely distinguished from many other non-European classical and some popular musical forms by its system of staff notation, in use since about the 11th century.",0.3333333333333333,0.3333333333333333,1
63,63,they really do . they also have a poorer sense of smells than humans,"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",0.0,0.5,1
64,64,"there are actually three types of acoustic guitars : classical , nylon , and steel .","There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",0.7,1.0,1
65,65,i think the taste was the main reason . coors itself was turned into a beer production plant .,The brewery itself was converted into a malted milk and near beer production facility.,0.0,0.0,1
66,66,boy scouts is the largest youth organization in the us .,"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",0.0,0.0,1
67,67,"well , it ' s about scarlett o hara , a strong willed daughter and a plantation owner","Set in the American South against the backdrop of the American Civil War and the Reconstruction era, the film tells the story of Scarlett O'Hara, the strong-willed daughter of a Georgia plantation owner, from her romantic pursuit of Ashley Wilkes, who is married to his cousin, Melanie Hamilton, to her marriage to Rhett Butler.",0.4,1.0,1
68,68,i remember watching it when it first came out in the 20 ' s,"It followed the interstellar adventures of Captain James T. Kirk (William Shatner) and his crew aboard the starship USS ""Enterprise"", a space exploration vessel, built by the United Federation of Planets in the twenty-third century.",0.0,0.0,1
69,69,"i ' m not sure , but i do know that it ' s been around since the 3gs !","An iPhone can shoot video (though this was not a standard feature until the iPhone 3GS), take photos, play music, send and receive email, browse the web, send and receive text messages, follow GPS navigation, record notes, perform mathematical calculations, and receive visual voicemail.",0.0,0.0,1
70,70,"i know , right ? it ' s hard to remember most of their songs . they were actually a producer and producer of george martin ' s recordings .","Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0.3333333333333333,0.3333333333333333,1
71,71,i like diet coke better too . i think it was first made in 1893 .,"The drink Pepsi was first introduced as ""Brad's Drink"" in New Bern, North Carolina, United States, in 1893 by Caleb Bradham, who made it at his drugstore where the drink was sold.",0.0,0.0,1
72,72,they are one of the most popular bands of all time . their first album was called undertow .,"The band emerged with a heavy metal sound on their first studio album, ""Undertow"" (1993), and later became a dominant act in the alternative metal movement, with the release of their second album, ""Ænima"" in 1996.",0.0,0.0,1
73,73,"i ' m not sure about that , but i do know that there are about 2 - 3 million people in florida !",About two-thirds of Florida occupies a peninsula between the Gulf of Mexico and the Atlantic Ocean.,0.0,0.0,1
74,74,wow that ' s a lot of karate schools . they started appearing in the us and europe .,"Karate schools began appearing across the world, catering to those with casual interest as well as those seeking a deeper study of the art.",0.0,0.0,1
75,75,"they are very similar to a llama , and often confuse them .","Alpacas are similar to llamas, and are often confused with them.",0.0,0.0,1
76,76,that ' s good to hear . i ' ve heard that nutrition is a big part of their popularity .,"Due to the popularity of both commercial and homemade dog foods, nutrition is also a heavily studied subject.",0.4,0.4,1
77,77,the first championship was held in 1935 in fiba .,"The first championships was held three years after the establishment of FIBA, in 1935.",0.5416666666666666,0.75,1
78,78,"i ' m not sure , but i do know that they can be seen in close darkness .",They can see in near darkness.,1.0,1.0,1
79,79,"there are five boroughs of manhattan , brooklyn , manhattan","The five boroughs – Brooklyn, Queens, Manhattan, The Bronx, and Staten Island – were consolidated into a single city in 1898.",0.25,0.25,1
80,80,they moved to memphis in the 2000 - 01 season .,"Following the 2000–01 season, the team relocated to Memphis, Tennessee, United States, and are known as the Memphis Grizzlies.",0.1111111111111111,0.3333333333333333,1
81,81,"yeah , they achieved success with their first album release .","The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",0.1111111111111111,0.0,1
82,82,yes it is a tropical island . it has a long stretch of beach and dunes .,"Long stretches of beach, sand dunes, marshes, and maritime forests create a unique environment where wind and waves shape the topography.",0.5555555555555555,0.6666666666666666,1
83,83,ethical vegans are those who don ' t follow the ethical diet,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0.0,0.0,1
84,84,i think oceanic dolphins are the biggest known dolphins .,"Oceanic dolphins range in size from the -long and Maui's dolphin to the and killer whale, the largest known dolphin.",0.0,0.0,1
85,85,"i ' m not sure , but they were originally from england .",Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,1.0,1.0,1
86,86,"i ' m not sure , but astronomically sunrise occurs only once in a while .","Astronomically, sunrise occurs for only an instant: the moment at which the upper limb of the Sun appears tangent to the horizon.",0.0,0.0,1
87,87,it ' s a quarter step or half tone .,"A semitone, also called a half step or a half tone, is the smallest musical interval commonly used in Western tonal music, and it is considered the most dissonant when sounded harmonically.",0.0,0.0,1
88,88,"yes , they are bed bugs - they are dead skin cells .","Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",0.0,0.0,1
89,89,no i don ' t have a favorite song but i do like their first album called love me me do .,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0.0,0.0,1
90,90,it ' s set in an airstrip in a country called great britain .,"The novel is set in Airstrip One, formerly Great Britain, a province of the superstate Oceania, whose residents are victims of perpetual war, omnipresent government surveillance and public manipulation.",0.0,0.3333333333333333,1
91,91,the catholic school is a parody of the school .,Catholic schools are parochial schools or education ministries of the Catholic Church.,0.0,0.0,1
92,92,parrots are the most common type of bird . they are found all over the world .,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",0.0,0.0,1
93,93,i didn ' t know that . i know that tolkien has adapted orcs into other games like dungeons and dragons and warhammer .,"Tolkien's concept of orcs has subsequently been adapted and imported into other works of fantasy fiction as well as role-playing and strategy games (such as ""Dungeons & Dragons"", ""Warhammer"", and ""Warcraft""), broadening the recognition of the creatures in popular culture.",0.2571428571428571,0.4,1
94,94,"i ' m not sure , but they share the bulk with chile and bolivia .","Sharing the bulk of the Southern Cone with its neighbor Chile to the west, the country is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south.",0.13333333333333333,0.3333333333333333,1
95,95,"it is divided into two provinces , provincia and buenos aires .","It is subdivided into twenty-three provinces (, singular ""provincia"") and one autonomous city (""ciudad autónoma""), Buenos Aires, which is the federal capital of the nation () as decided by Congress.",0.0,0.0,1
96,96,i like the original xbox . it was first offered by atari jaguar .,That original device was the first video game console offered by an American company after the Atari Jaguar stopped sales in 1996.,0.0,0.0,1
97,97,"their third single , human clay , was released in april of 2000 .","It was released on April 24, 2000 as the third single from their second studio album, ""Human Clay"".",0.8333333333333333,1.0,1
98,98,"yes , i love pit bulls . they are the most common breed of dogs .",Pit bull is the common name for a type of dog.,0.0,0.5,1
99,99,it ' s a tv series based on the novels,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,0.0,0.0,1
100,100,do you like gossip ? gossip is gossip about personal affairs .,"Gossip is idle talk or rumor, especially about the personal or private affairs of others; the act is also known as dishing or tattling.",0.3409090909090909,0.5909090909090909,1
101,101,he wrote two novels called jill and a girl .,"His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",0.6666666666666666,0.75,1
102,102,yeah he did ! he won mr universe title seven times !,"He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times, remaining a prominent presence in bodybuilding and writing many books and articles on the sport.",0.3333333333333333,0.0,1
103,103,well it is home to about 2 - 3 % of its population,Reykjavík and the surrounding areas in the southwest of the country are home to over two-thirds of the population.,0.0,1.0,1
104,104,i ' m not sure about that but i do know that they are reliant on vulnerable species !,The giant panda is a conservation reliant vulnerable species.,0.0,0.0,1
105,105,"purple haze , purple haze and wind cry mary !","Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".",0.5,1.0,1
106,106,"i ' m not sure , but i do know that purple haze was his most popular hit .","Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".",0.0,0.0,1
107,107,star wars is one of my favorite movies . it was retitled in 1977,Star Wars (later retitled Star Wars: Episode IV – A New Hope) is a 1977 American epic space opera film written and directed by George Lucas.,0.3333333333333333,0.3333333333333333,1
108,108,"well , if you ' re interested in the history of the city , you might want to check out the museum of history , which is a museum about human occupation .","The oldest traces of human occupation in Paris, discovered in 2008 near the Rue Henri-Farman in the 15th arrondissement, are human bones and evidence of an encampment of hunter-gatherers dating from about 8000 BC, during the Mesolithic period.",0.0,0.0,1
109,109,that ' s funny . the first animated series was in 1966 .,"It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.",0.5,1.0,1
110,110,"yes , it is a bit of a catch - up , but it is worth it . khal is a very powerful khal .","Drogo is a powerful ""khal"", or warlord, of the Dothraki people, a tribal nation of horse riders in the steppes beyond the Free Cities.",0.0,0.0,1
111,111,"i ' m not sure , but i do know that race horses have been around since the early 1800 ' s .",It is one of the most ancient of all sports and its basic premise – to identify which of two or more horses is the fastest over a set course or distance – has remained unchanged since the earliest times.,0.0,0.0,1
112,112,"i love women too . my favorite song is "" x factor . ""","The group signed with Simon Cowell's record label Syco Records after forming and finishing third in the seventh series of the British televised singing competition ""The X Factor"" in 2010.",0.0,0.0,1
113,113,"i ' m not sure if it ' s a desert , but i do know that it ranks in the top 5 most visited places in the world .","Today, Las Vegas annually ranks as one of the world's most visited tourist destinations.",0.0,0.0,1
114,114,"i love shellfish , but most kinds aren ' t harvested","Although most kinds of shellfish are harvested from saltwater environments, some kinds are found in freshwater.",0.0,0.0,1
115,115,"yea i remember seeing it when it came out in 1997 , james cameron was inspired by shipwreck movies .",Cameron's inspiration for the film came from his fascination with shipwrecks; he felt a love story interspersed with the human loss would be essential to convey the emotional impact of the disaster.,0.0,0.0,1
116,116,its a team based online first person shooter game . you play as tracer and genji .,Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,0.11111111111111112,0.11111111111111112,1
117,117,sort of . overwatch can be played either as a team of six or as a hero .,"""Overwatch"" assigns players into two teams of six, with each player selecting from a roster of over 20 characters, known in-game as ""heroes"", each with a unique style of play, whose roles are divided into four general categories: Offense, Defense, Tank, and Support.",0.6666666666666666,0.6666666666666666,1
118,118,"yes it can be very dangerous , especially for hydroelectric plants","It provides suitable conditions for many types of ecosystems, as well as water for hydroelectric power plants and crop irrigation.",0.0,0.0,1
119,119,it is very popular in italy and copied from other countries,"It offers an abundance of taste, and is one of the most popular and copied in the world.",0.0,0.0,1
120,120,that makes sense . they were originally marketed to be affordable but now they are intended to be used for a single user .,"They were marketed to consumers as affordable and accessible computers that, for the first time, were intended for the use of a single nontechnical user.",0.0,0.0,1
121,121,"i ' m not sure who it was founded by , but it was started by richard maurice mcdonald .","McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",0.8571428571428571,1.0,1
122,122,you should avoid fats instead of carbs .,The diet forces the body to burn fats rather than carbohydrates.,0.0,0.0,1
123,123,there are a lot of species that eat animals like carrion and lories .,"A few species sometimes eat animals and carrion, while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits.",0.0,0.0,1
124,124,i agree . i think their most popular song is jenny .,"Despite not being a single, ""Jenny Was a Friend of Mine"" is one of The Killers' most popular and critically acclaimed songs.",0.16666666666666666,0.5,1
125,125,that makes sense . honda is also the 8th largest auto manufacturer in japan .,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",0.0,0.0,1
126,126,"yes , they do . they are headquartered in brazil , argentina , and brazil .","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",0.0,0.0,1
127,127,"i ' m not sure if you ' ve ever seen the 1974 movie , the godfather , or the 2006 movie .","The game is based on the 1974 film ""The Godfather Part II"", and is a sequel to the 2006 game ""The Godfather"", which was based on the 1972 film of the same name.",0.16666666666666666,0.3333333333333333,1
128,128,"interestingly , the philippines called themselves dentists","Among the early Filipino to act as ""dental practitioners"" and ""curers of toothaches"" were barbers.",0.0,0.0,1
129,129,not really . they range from 15 to 50 employees .,"Small businesses range from fifteen employees under the Australian ""Fair Work Act 2009"", fifty employees according to the definition used by the European Union, and fewer than five thousand employees, to qualify for many U.S. Small Business Administration programs.",0.0,1.0,1
130,130,"well , back in the day , georgia was the first state to have a cotton plantation .",The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,0.0,0.0,1
131,131,well historically the stars have been grouped together to form proper names,"Historically, the most prominent stars were grouped into constellations and asterisms, the brightest of which gained proper names.",0.0476190476190476,0.0476190476190476,1
132,132,most stars are invisible but most are visible from earth,"Indeed, most are invisible from Earth even through the most powerful telescopes.",0.0434782608695652,0.0434782608695652,1
133,133,"she did an interview with elvis presley , and she said that she was on a tour of st . john ' s garden at four years old .","In an interview she recounted her performance of Elvis Presley's ""Can't Help Falling in Love With You"" at age four while on a trip to St. Tropez to an audience at the Hotel Byblos.",0.0,0.0,1
134,134,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .","He is still writing the sixth novel, ""The Winds of Winter"".",0.4444444444444444,0.3333333333333333,1
135,135,their most famous song is called soad which is a heavy metal song,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",0.0,0.0,1
136,136,i like that the main character is played by scarlett scarlett .,"The leading roles are played by Vivien Leigh (Scarlett), Clark Gable (Rhett), Leslie Howard (Ashley), and Olivia de Havilland (Melanie).",0.0,0.0,1
137,137,"i ' m glad too . in the us , it ' s a lot harder to get a divorce than it is in other countries .","Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",0.0,0.0,1
138,138,do you know that protein and fat form milk ?,"It comprises proteins and fat from milk, usually the milk of cows, buffalo, goats, or sheep.",1.0,1.0,1
139,139,that is a good choice . the series is based on fantasy novels .,Mistborn is a series of epic fantasy novels written by American author Brandon Sanderson and published by Tor Books.,0.0,0.0,1
140,140,i am not sure but i do know that there are over 387 different languages on the show,", there have been 387 seasons of ""Big Brother"" in over 54 franchise countries and regions.",0.0,0.0,1
141,141,i love t bone steak ! it ' s the most popular steak in the us !,The top sirloin is the most prized of these and is specifically marked for sale under that name.,0.0,0.0,1
142,142,"colorado is located in wyoming , nebraska , kansas , and new mexico .","Colorado is bordered by Wyoming to the north, Nebraska to the northeast, Kansas to the east, Oklahoma to the southeast, New Mexico to the south, Utah to the west, and touches Arizona to the southwest at the Four Corners.",0.0,0.0,1
143,143,yes they are ! they are usually depicted as white horses with long hooves and horns .,"In European folklore, the unicorn is often depicted as a white horse-like or goat-like animal with a long horn and cloven hooves (sometimes a goat's beard).",0.0,0.0,1
144,144,coffee is very acidic . it has stimulating effects on humans,Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,0.5,0.5,1
145,145,"i ' m not a big fan of their music , either . it started in 1963 when they broke up .","The phenomenon began in 1963 and continued past the group's break-up in 1970, despite the band ceasing public performances in 1966.",0.0,0.0,1
146,146,that ' s great ! do you use msn or dial up ?,MSN Dial-up is an Internet service provider operated by Microsoft in the United States and formerly also in several other countries.,0.0,0.0,1
147,147,i love tyrion too . it ' s an adaptation by george r r martin,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",0.0,0.0,1
