,id,response,knowledge,Q2_no_nli,Q2
91,91,it ' s a play that was one of the most popular in his lifetime,"It was among Shakespeare's most popular plays during his lifetime and along with ""Hamlet"", is one of his most frequently performed plays.",0.6666666666666666,1.0
92,92,have you ever heard of the rolling stone ? they were formed in 1962 in london .,"The Rolling Stones are an English rock band formed in London, England in 1962.",0.7222222222222222,1.0
93,93,"i ' m not sure , but i know he published his first poetry book in 1945 .","His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",0.5,0.5
94,94,i know ! it ' s crazy how much people appreciate it for its aroma and its juicy texture .,"The fruit is widely appreciated for its characteristic aroma, bright red color, juicy texture, and sweetness.",0.0,0.0
95,95,yeah he started weight training when he was 15 !,Schwarzenegger began weight training at the age of 15.,1.0,1.0
96,96,i know a little bit . his power is mainly superhuman speeds .,His power consists mainly of superhuman speed.,0.25,0.5
97,97,yea videos deemed inappropriate are only available for registered users to affirm their age .,Videos deemed potentially inappropriate are available only to registered users affirming themselves to be at least 18 years old.,0.3333333333333333,0.3333333333333333
98,98,i know that it takes roots from folk music .,It takes its roots from genres such as folk music (especially Appalachian folk music) and blues.,0.5,0.5
99,99,the job also requires a lot of friendly interaction with the customer,"The position also requires tellers to be friendly and interact with the customers, providing them with information about customers' accounts and bank services.",0.0,0.25
100,100,you definitely should ! he was also in taxi and fever pitch .,"He left the program for the film industry, starring in films such as ""Taxi"" (2004) and ""Fever Pitch"" (2005).",0.0,0.0
101,101,i do not like her either . she was the winner in the 4th season of american idol .,"She rose to fame as the winner of the fourth season of ""American Idol"", in 2005.",1.0,1.0
102,102,i remember watching it when it was first broadcast in 1960 .,"It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.",0.5,1.0
103,103,"i ' m not sure , but he was born in 1813","Henry Bergh was born August 29, 1813, in New York City.",0.5,1.0
104,104,"yeah , its a pretty cool story . it follows a gang of criminals .","The story follows a group of criminals in three fictionalised versions of US cities as they perform bank robberies, assassinations, and other crimes for their respective syndicates.",1.0,1.0
105,105,it was almost canceled due to a production issue .,"However, it was nearly cancelled due to production issues.",0.5,1.0
106,106,horses have been domesticated since 4000 bc .,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",1.0,1.0
107,107,that ' s cool . i ' m a big fan of robert williams . he was born in 1987 .,"Robert Rihmeek Williams (born May 6, 1987), known professionally as Meek Mill, is an American rapper and songwriter.",0.25,0.5
108,108,the word corona is a latin word for crown,"The word """"corona"""" is Latin for ""crown"", a reference to an earlier vehicle Toyota offered called the Toyota Crown.",1.0,1.0
109,109,that is true . there are 800 languages spoken in the city .,"The city and its metropolitan area constitute the premier gateway for legal immigration to the United States, and as many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world.",1.0,1.0
110,110,"i ' ve heard of warhammer , but never played it . it ' s been around since 1987 .","""Warhammer 40,000"" was created by Rick Priestley in 1987 as the futuristic companion to ""Warhammer Fantasy Battle"", sharing many game mechanics.",0.3333333333333333,0.5
111,111,"i ' m not sure when it aired , but it was one of the most popular tv programs in 2006 - 2007 .","As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",0.4,0.5
112,112,"well , traditionally wedding cake was made to make good luck for the couple and guests .","Traditionally, wedding cakes were made to bring good luck to all guests and the couple.",0.5833333333333333,1.0
113,113,alan freed started playing the music style in 1951 .,"In 1951, Cleveland-based disc jockey Alan Freed began playing this music style while popularizing the term ""rock and roll"" to describe it.",0.5,1.0
114,114,"i ' ve never seen it , but i know james cameron directed it .","Titanic is a 1997 American epic romance-disaster film directed, written, co-produced and co-edited by James Cameron.",1.0,1.0
115,115,fog is a low lying cloud that is influenced by water,"Fog can be considered a type of low-lying cloud and is heavily influenced by nearby bodies of water, topography, and wind conditions.",0.40740740740740744,1.0
116,116,horses have been domesticated since 4000 bc .,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",1.0,1.0
117,117,stevia is a sugar substitute that is extracted from leaves of plant species .,"Stevia () is a sweetener and sugar substitute extracted from the leaves of the plant species ""Stevia rebaudiana"".",0.9166666666666666,1.0
118,118,there are different body weight categories for males and females,Bodyweight categories are different for male and female competitors.,0.1111111111111111,0.7777777777777777
119,119,"i ' m not a huge fan , but i do know that his parents were black panthers .","Both of his parents and several other people in his family were members of the Black Panther Party, whose ideals were reflected in his songs.",0.30952380952380953,1.0
120,120,have you heard lost highway ? it came out in 2007 .,"Lost Highway is the tenth studio album by American rock band Bon Jovi, released on June 19, 2007 through Island Records.",0.25,0.5
121,121,have you ever had a top crust pie ? they are covered with pastry before baking,"A ""top-crust"" pie has the filling in the bottom of the dish and is covered with a pastry or other covering before baking.",0.3333333333333333,0.6666666666666666
122,122,blue is an important color in decoration and art .,Blue has been an important colour in art and decoration since ancient times.,0.875,1.0
123,123,have you ever heard of taylor swift ? she was born in pennsylvania .,"Born and raised in Pennsylvania, Swift moved to Nashville, Tennessee at the age of 14 to pursue a career in country music.",0.8333333333333333,0.8333333333333333
124,124,music notation is used to visualize music played by instruments .,"Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",0.8888888888888888,1.0
125,125,"his debut album , justified , was released in 2002 .","Timberlake began to adopt a more mature image as an artist with the release of his debut solo album, the R&B-focused ""Justified"" (2002), which yielded the successful singles ""Cry Me a River"" and ""Rock Your Body"", and earned his first two Grammy Awards.",0.5,0.5
126,126,"i ' m not sure , but he has sold over 10 million albums worldwide .","Established as a solo artist worldwide, his first two albums both exceeded sales of 10 million copies, and continued producing records and collaborating with other artists.",0.0,0.0
127,127,i think so too . it was a very severe economic depression in the 1930s,"The Great Depression was a severe worldwide economic depression that took place mostly during the 1930s, originating in the United States.",1.0,1.0
128,128,they have a strong curved bill and strong legs .,"Characteristic features of parrots include a strong, curved bill, an upright stance, strong legs, and clawed zygodactyl feet.",0.3333333333333333,1.0
129,129,i love huskies ! they are great sled dogs .,"Husky is a general name for a sled-type of dog used in northern regions, differentiated from other sled-dog types by their fast pulling style.",0.0,0.0
130,130,"yeah , the games will be held in tokyo in august 2020 .",The games are planned to be held from 24 July to 9 August 2020 in Tokyo.,0.8333333333333334,1.0
131,131,it is a tv show that is based on a book series .,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",0.04444444444444443,0.3333333333333333
132,132,i love them too ! they were formed in 1993 in orlando .,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.",0.8333333333333333,1.0
133,133,"i ' m not sure how long they ' ve been around , but i do know that they were developed way back in the 19th century .","The first headphones were developed in the late 19th century for use by telephone operators, to keep their hands free.",0.8,1.0
134,134,have you ever seen robert anthony niro ? he was born in 1943 .,"Robert Anthony De Niro Jr. (; born August 17, 1943) is an American actor, producer, and director who holds both American and Italian citizenship.",0.24999999999999997,0.0
135,135,boston is also the largest city in new england .,Boston is New England's largest city as well as the capital of Massachusetts.,0.6666666666666666,1.0
136,136,that ' s true . it was filmed in amazon rainforest in colombia .,"""Cannibal Holocaust"" was filmed primarily in the Amazon rainforest of Colombia with indigenous tribes interacting with American and Italian actors.",1.0,1.0
137,137,i agree . they serve 69 million people daily in 100 countries . they must be doing something right .,"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",0.48888888888888893,0.6666666666666666
138,138,the band was formed in 1972 in pasadena california .,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",0.75,1.0
139,139,3 years old . they were specifically bred to be intelligent and obedience dogs,It was specifically bred for intelligence and obedience.,0.28571428571428575,0.5
140,140,do you like country music ? it originated from the southern us in the 1920s .,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0.5777777777777778,1.0
141,141,i love unicorns . they are legendary creatures .,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0.0,0.5
142,142,"i ' m not sure , but the term "" night owl "" comes from the habits of owls .",The term is derived from the primarily nocturnal habits of the owl.,0.0,0.5
143,143,it ' s crazy to think that she also cites hendrix as one of her inspirations !,"Greenberg also cites Jimi Hendrix as ""one of my biggest inspirations"".",1.0,1.0
144,144,i love pepsi . it was originally created in 1893 .,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",0.5,0.5
145,145,it does get crowded . 32 acts were performed outdoors .,"During the sometimes rainy weekend, 32 acts performed outdoors before an audience of more than 400,000 people.",1.0,1.0
146,146,"i ' m not sure , but i know it ' s headquarters is in munich .","The company was founded in 1916 and has its headquarters in Munich, Bavaria.",0.6666666666666666,1.0
147,147,i know that they are a canadian basketball team .,"The Vancouver Grizzlies were a Canadian professional basketball team based in Vancouver, British Columbia.",0.5,0.5
148,148,"yes , they are based out of memphis tennessee .","The Memphis Grizzlies are an American professional basketball team based in Memphis, Tennessee.",1.0,1.0
149,149,i ' m not sure but they were founded in 1971,"Starbucks was founded in Seattle, Washington in 1971.",1.0,1.0
