,id,response,knowledge,Q2_no_nli,Q2
23,23,it ' s the seventh largest country in the us and the seventh - largest country by area .,"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",0.0,0.0
24,24,"yes , fashion design is also known as interior design .",Fashion designers attempt to design clothes which are functional as well as aesthetically pleasing.,0.0,0.0
25,25,"that ' s true . the show aired on march 30 , 2002 .","The show's first episode was aired on 17 August 2010, with its first four series broadcast on BBC Two, until its growing popularity led the BBC to move it to BBC One for the next three series.",0.0,0.0
26,26,"well , they have been around for a long time , since the first volume of the iron throne of the seven colonies .","In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",0.0,0.0
27,27,french fries are called chips in the united states .,"French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.",0.0,0.0
28,28,the german society for nutrition is not recommended for children .,"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",0.6666666666666666,0.6666666666666666
29,29,"i ' m not sure , but it is the capital of the united states .","It is subdivided into twenty-three provinces (, singular ""provincia"") and one autonomous city (""ciudad autónoma""), Buenos Aires, which is the federal capital of the nation () as decided by Congress.",0.0,0.0
30,30,nashville is located in the north part of the cumberland river .,It is located on the Cumberland River in the north central part of the state.,0.5238095238095238,0.6666666666666666
31,31,"the word "" journalist "" is derived from the french word "" travail "" .","The word ""philately"" is the English version of the French word ""philatélie"", coined by Georges Herpin in 1864.",0.0,0.0
32,32,"i ' m not sure , but i do know that it was designed by maria elektroley .","In 1995 Thomas Muller designed and built a ""Fahrrad mit elektromagnetischem Antrieb"" for his 1995 diploma thesis.",0.0,0.0
33,33,"have you ever heard of leonardo vinci ? he was a painter , sculptor , and director .","Leonardo di ser Piero da Vinci (; 15 April 14522 May 1519), more commonly Leonardo da Vinci or simply Leonardo, was an Italian Renaissance polymath whose areas of interest included invention, painting, sculpting, architecture, science, music, mathematics, engineering, literature, anatomy, geology, astronomy, botany, writing, history, and cartography.",0.0,0.0
34,34,"i ' m not sure , but it is the largest city in the united states .","A 2016 United Nations estimate puts the total population at 38,000,000.",0.0,0.0
35,35,"in scandinavia early birds are called "" b - people ""","In several countries, especially in Scandinavia, early birds are called ""A-people"" and night owls are called ""B-people"".",0.0,0.0
36,36,portland is the most populous city in the united states .,"Portland is the most populous city in the U.S. state of Maine, with a population of 67,067 as of 2017.",0.3333333333333333,0.3333333333333333
37,37,xbox is a video game that involves interaction with a user interface to generate visual feedback,A video game is an electronic game that involves interaction with a user interface to generate visual feedback on a video device such as a TV screen or computer monitor.,0.0,0.0
38,38,"i ' m not sure , but i do know that it consists of three inclined railways .","The city features 30 skyscrapers, two inclined railways, a pre-revolutionary fortification and the Point State Park at the confluence of the rivers.",0.0,0.0
39,39,"i ' m not sure , but i know he was born in 2009 .",He attended the Academy of Contemporary Music in Guildford as an undergraduate from the age of 18 in 2009.,0.0,0.0
40,40,"i ' m not sure , but i know it was introduced in 2003 .","Motorola Mobility was sold to Google in 2012, and acquired by Lenovo in 2014.",0.0,0.0
41,41,"im not sure but i do know that the term "" gender "" can be used to describe the role of a child ' s gender .","The term may also be applied to the broader process of changing gender role (""living as a woman"" instead of living as a man, or vice versa), including but not necessarily limited to medical procedures.",0.0,0.0
42,42,"yes , they are the fastest dogs to cross - breed .",They are an ever-changing cross-breed of the fastest dogs.,0.0,0.0
43,43,"i love the song "" a song of ice and fire "" by george r . r . martin .","It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",0.6666666666666666,1.0
44,44,"i ' ve never heard of them , but i do know that they were first made in 1972 .","The 1954 model year vehicles could be ordered in Pennant Blue, Sportsman Red, Black, or Polo White; 3,640 were built, and sold slowly.",0.0,0.0
45,45,he is a legend . he has been around since 2014 .,"Tale Ognenovski () (April 27, 1922 - June 19, 2012) was a Macedonian multi-instrumentalist who played clarinet, recorder, tin whistle, bagpipe, zurna, and drums.",0.0,0.0
46,46,"that ' s awesome . it ' s filmed in seattle , washington .","Although the series is set in Seattle (at the fictional Seattle Grace, later known as the Grey-Sloan Memorial Hospital), it is filmed primarily in Los Angeles, California.",0.0,0.0
47,47,"i like their debut album "" pearl jam "" , which was released in 2007 .","Formed after the demise of Gossard and Ament's previous band, Mother Love Bone, Pearl Jam broke into the mainstream with its debut album, ""Ten"", in 1991.",0.0,0.0
48,48,"i am not sure , but the team won the playoffs in 2001 .","In total, the team won 101 games, lost 359, and never qualified for the NBA playoffs.",0.0,0.0
49,49,"i don ' t know , but i do know that it sold over 150 million units worldwide .",It reached over 24 million units sold as of May 2006.,0.0,0.0
50,50,denmark is the largest country in the united kingdom .,The Kingdom of Denmark also comprises two autonomous constituent countries in the North Atlantic Ocean: the Faroe Islands and Greenland.,0.0,0.0
51,51,"the word "" hatha "" is derived from the sanskrit word "" sanskrit ""","The word ""haṭha"" means ""force"" in Sanskrit, and may have this association because the early Indians believed that its practice was challenging and ""forced its results to happen"" on the yogi.",0.75,1.0
52,52,the diet converts energy into glucose to the brain .,The ketone bodies pass into the brain and replace glucose as an energy source.,0.0588235294117647,0.0588235294117647
53,53,"i ' m not sure , but i do know that in the united states they regulate the laws of the government .",Countries such as the United States and Canada have federal regulations governing the safety requirements and standards of manufacture.,0.0,0.0
54,54,italian cuisine is heavily influenced by italian cuisine and french cuisine .,"During that time, French cuisine was heavily influenced by Italian cuisine.",0.0,0.0
55,55,"yes , they are named after a myron scott .","Myron Scott is credited for naming the car after the type of small, maneuverable warship called a corvette.",0.0,0.0
56,56,"i ' m not sure , but i do know that classical music is used to create musical instruments .","Music notation or musical notation is any system used to visually represent aurally perceived music played with instruments or sung by the human voice through the use of written, printed, or otherwise-produced symbols.",0.0,0.0
57,57,"i ' m not sure , but it is the most regulated drug in the world .","Unlike many other psychoactive substances, it is legal and unregulated in nearly all parts of the world.",0.0,0.0
58,58,"austin is also known as the "" live city of music ""","In the 20th century, Austin's music scene had earned the city the nickname ""Live Music Capital of the World.""",0.5,0.5
59,59,"yeah , it ' s crazy how old it was . it was created by the owner of the galaxy .","During gameplay, Cortana provides backstory and tactical information to the player, who assumes the role of Master Chief Petty Officer John-117.",0.0,0.0
60,60,"i ' m not sure , but i do know that it was created by edward howard and joseph .",The original screenplay was written by Sidney Howard and underwent many revisions by several writers in an attempt to get it down to a suitable length.,0.0,0.0
61,61,cats can see in near darkness . they can also see in darkness .,They can see in near darkness.,0.5,0.5
62,62,"i ' ve never heard of that , but i do know that coca cola is owned by pepsico .","The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world.",0.0,0.0
63,63,"i ' m not sure , but miami is the most populous urban area in the us .",The Miami metropolitan area is Florida's most populous urban area.,0.0,0.0
64,64,he was also ranked as the greatest novelist of all time .,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",0.0,0.0
65,65,do you have a german shepherd ? they are medium sized dogs from germany .,"The Boxer is a medium-sized, short-haired breed of dog, developed in Germany.",0.0,0.0
66,66,i ' m not sure but i do know that cheesecake is one of the layers of dessert .,Cheesecake is a sweet dessert consisting of one or more layers.,0.0,0.5
67,67,"they have released three studio albums , "" radioactive "" , and "" meteora "" .","The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",0.0,0.0
68,68,"i ' m not sure , but i do know it ' s called biscuits in the united states .","In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",1.0,1.0
69,69,he is a great rapper . he was an english singer and songwriter .,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",0.0,0.0
70,70,"i ' m not sure , but i do know that kayaks were used in egyptian tombs .","They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.",0.0,0.0
71,71,"i ' m not sure , but the pembroke welsh corgi is the cardigan .",Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,0.3333333333333333,0.3333333333333333
72,72,they are the second most popular dog in 2014 .,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",0.0,0.0
73,73,they are a cross between england and ratters .,Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,0.0,0.0
74,74,"i ' m not sure , but i do know that it ' s often used to be restricted to the treatment of animals .","In many cases, the activities that may be undertaken by a veterinarian (such as treatment of illness or surgery in animals) are restricted only to those professionals who are registered as a veterinarian.",0.5,0.5
75,75,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .","The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",0.0,0.0
76,76,"i ' m not sure , but i do know that dust cells are largely found in human life .","Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",0.0,0.0
77,77,"i ' m not sure , but walmart is also owned by brazil and chile .","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",0.0,0.0
78,78,"i ' m not sure , but i do know that they experimented with several styles of rock and roll .","Rooted in skiffle, beat and 1950s rock and roll, the Beatles later experimented with several musical styles, ranging from pop ballads and Indian music to psychedelia and hard rock, often incorporating classical elements and unconventional recording techniques in innovative ways.",0.5,0.5
79,79,it ' s a great place to visit . greece is the highest mountain in greece .,"Eighty percent of Greece is mountainous, with Mount Olympus being the highest peak at .",0.0,0.0
80,80,have you ever played the lord of the rings ? it ' s a fictional humanoid creature .,An orc (also spelled as ork) is a fictional humanoid creature that is part of a fantasy race akin to goblins.,0.0,0.0
81,81,"i am not sure , but i do know that orcs are based on the lord of the rings .","While the overall concept of orcs draws on a variety of pre-existing mythology, the main conception of the creatures stems from the fantasy writings of J. R. R. Tolkien, in particular ""The Lord of the Rings"".",0.0,0.0
82,82,"i am not sure , but i do know that jesus was born in december 1989","Although the month and date of Jesus' birth are unknown, by the early-to-mid fourth century the Western Christian Church had placed Christmas on December 25, a date that was later adopted in the East.",0.0,0.0
83,83,"yes , it is the tallest tower in the world .","The tower is tall, about the same height as an 81- building, and the tallest structure in Paris.",0.0,0.0
84,84,i have a pet iguana . they range in size from chameleons to a few centimeters long .,Lizards range in size from chameleons and geckos a few centimeters long to the 3 meter long Komodo dragon.,0.75,1.0
85,85,it ' s a chemical substance that ' s used for food .,"Botulinum toxin (BTX) is a neurotoxic protein produced by the bacterium ""Clostridium botulinum"" and related species.",0.0,0.3333333333333333
86,86,"no i haven ' t , but i do know that jeopardy has been around since the 1920s .","Since its inception, the daily syndicated version has featured Alex Trebek as host and Johnny Gilbert as announcer.",0.0,0.0
87,87,"i ' m not sure , but i do know that the city of new york is located in the french city of texas .","Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",0.0,0.0
88,88,new york city is the fourth most visited city in the us .,"In 2010, ""Forbes"" rated Syracuse fourth in the top 10 places in the U.S. to raise a family.",0.0,0.0
89,89,well the plant was exported from africa to africa .,The plant was exported from Africa to countries around the world.,0.0,0.0
90,90,that ' s awesome ! i ' ve been working on the clock for 10 hours .,"Shift work is an employment practice designed to make use of, or provide service across, all 24 hours of the clock each day of the week (often abbreviated as ""24/7"").",0.0,0.0
91,91,"i ' m not sure , but i do know that it ' s named after the royal company .",The company is named after its founder Thomas Lipton.,0.0,0.0
92,92,"i ' m not sure , but i do know that it originated in michigan .","Lipton was born in a tenement in Crown Street, Glasgow on 10 May 1848.",0.0,0.0
93,93,that ' s true . divorce is also known as a dissolution of divorce .,A person must state the reason they want a divorce at a divorce trial and be able to prove that this reason is well-founded.,0.0,0.0
94,94,"i ' ve never heard of them , but i do know that snakes have eyelids and external ears .","Legless lizards resemble snakes, but several common groups of legless lizards have eyelids and external ears, which snakes lack, although this rule is not universal (see Amphisbaenia, Dibamidae, and Pygopodidae).",0.0,0.0
95,95,"i ' m not sure , but i do know that it ' s a part of the irish ancestry .","Presbyterianism is a part of the Reformed tradition within Protestantism which traces its origins to the British Isles, particularly Scotland.",0.5,0.5
96,96,"i am not sure but i do know that the term "" slave "" originated in 1845 in augusta , georgia .","The word ""Southern"" in Southern Baptist Convention stems from it having been organized in 1845 at Augusta, Georgia, by Baptists in the Southern United States who split with northern Baptists over the issue of slavery, specifically whether Southern slave owners could serve as missionaries.",0.5,0.5
97,97,have you read the american fantasy novel by stephen king ?,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,0.13333333333333333,0.0
98,98,"i ' m not sure , but i do know that she wrote nineteen novels .","Her six full-length novels have rarely been out of print, although they were published anonymously and brought her moderate success and little fame during her lifetime.",0.0,0.0
99,99,it is the capital and largest city in reykjavik .,The capital and largest city is Reykjavík.,0.5,0.5
100,100,"i ' m not sure , but i do know that they have won over 100 million records worldwide .","As of 2013, it was syndicated in roughly 2,580 newspapers and journals, and held the Guinness World Record for being the world's most widely syndicated comic strip.",0.0,0.0
101,101,"i am not sure , but i do know that osteopathic medicine is also known as medicine .","Osteopathic doctors (D.O.s) can become fully licensed physicians (medical doctors) able to practice medicine and surgery in all 50 states and are recognized in 65 other countries, including all Canadian provinces.",0.0,0.0
102,102,"i ' m not sure , but i do know that the term "" polypolyamorous "" was coined by the 20th century .","The term ""hyperpolyglot"" was coined in 2008 by linguist Richard Hudson to describe individuals who speak–to some degree–dozens of languages.",0.0,0.0
103,103,strawberries are the most widely grown species in the genus rosa .,"The garden strawberry (or simply strawberry; Fragaria × ananassa) is a widely grown hybrid species of the genus ""Fragaria"", collectively known as the strawberries.",0.0,0.0
104,104,it originated in france in 1768 in france .,"The garden strawberry was first bred in Brittany, France, in the 1750s via a cross of ""Fragaria virginiana"" from eastern North America and ""Fragaria chiloensis"", which was brought from Chile by Amédée-François Frézier in 1714.",0.0,0.0
105,105,"i don ' t know much about marvel comics , but i do know that they were created by stan lee and steve jobs .","The Marvel branding began 1961, the year that the company launched ""The Fantastic Four"" and other superhero titles created by Stan Lee, Jack Kirby, Steve Ditko, and many others.",0.0,0.0
106,106,"yes , he ' s known for his ability to detect objects .","Various other effects are also attributed to his ability to control the speed of molecular vibrations, including his ability to vibrate at speed to pass through objects.",0.0,0.0
107,107,giant pandas are the only species to eat bamboo .,"Though it belongs to the order Carnivora, the giant panda's diet is over 99% bamboo.",0.5,0.5
108,108,that ' s awesome ! it ' s been around since the 1930 ' s .,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",0.0,0.0
109,109,broadway theatre is the most popular city in the united states .,"Along with London's West End theatre, Broadway theatre is widely considered to represent the highest level of commercial theatre in the English-speaking world.",0.0,0.0
110,110,they have a wide variety of songs . they formed in new glory in 1993 .,"Their name is taken from the New Found Glory song ""The Story So Far"".",0.0,0.0
111,111,have you ever watched the beauty pageant ? it ' s a quiz competition .,"A beauty pageant or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although some contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria.",0.06666666666666665,0.0
112,112,"i am not sure but the term "" court "" refers to the concept of riding a wave .","Thus, the term ""circuit court"" is derived from the practice of having judges ride around the countryside each year on pre-set paths − circuits − to hear cases.",0.0,0.0
113,113,"i am not sure , but i do know that women aren ' t allowed to outlive women .","The tendency for women generally to outlive men can compound this, as can men in many societies marrying women younger than themselves.",0.0,0.0
114,114,it ' s the capital of the united states .,"The city and its metropolitan area constitute the premier gateway for legal immigration to the United States, and as many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world.",0.0,0.0
115,115,he was the most successful athlete in the world .,"Nicknamed ""Big George"", he is a two-time world heavyweight champion and an Olympic gold medalist.",0.0,0.0
116,116,"yes , they are the seventh largest arachnids in the world .",They are the largest order of arachnids and rank seventh in total species diversity among all other orders of organisms.,0.0,0.0
117,117,"i don ' t know much about him , but i do know he was a member of the black sabbath .","Both of his parents and several other people in his family were members of the Black Panther Party, whose ideals were reflected in his songs.",0.0,0.0
118,118,i love them too ! they are a type of dumpling consisting of two layers of dumpling .,"Ravioli (plural form; singular: ""raviolo"") are a type of dumpling composed of a filling sealed between two layers of thin pasta dough.",1.0,1.0
119,119,he was born in 1942 and died in 1942 .,"Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",0.3333333333333333,0.6666666666666666
120,120,"i ' m not sure , but it is regarded as the most important food in the world .","Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.",0.0,0.0
121,121,it ' s a great place to visit . it runs through the rocky mountains .,"Its southern terminus is at U.S. 441 on the boundary between Great Smoky Mountains National Park and the Cherokee Indian Reservation in North Carolina, from which it travels north to Shenandoah National Park in Virginia.",0.0,0.0
122,122,"i ' m not sure , but the city had a population of 947 , 890 .","According to the 2010 United States Census, the city had a population of 1,197,816.",0.0,0.0
123,123,"i do not know much about communism , but i do know that communism is the absence of social and economic ideology .","In political and social sciences, communism (from Latin """", ""common, universal"") is the philosophical, social, political and economic ideology and movement whose ultimate goal is the establishment of the communist society, which is a socioeconomic order structured upon the common ownership of the means of production and the absence of social classes, money and the state.",0.22222222222222224,0.22222222222222224
124,124,"i ' m not sure , but i do know that tom and jerry was my favorite character .","This Saturday-morning cartoon series featured four teenagers—Fred Jones, Daphne Blake, Velma Dinkley, and Norville ""Shaggy"" Rogers—and their talking brown Great Dane named Scooby-Doo, who solve mysteries involving supposedly supernatural creatures through a series of antics and missteps.",0.0,0.0
125,125,"i ' m not sure , but it ' s bordered by denmark , libya , morocco , and morocco .","Algeria is bordered to the northeast by Tunisia, to the east by Libya, to the west by Morocco, to the southwest by the Western Saharan territory, Mauritania, and Mali, to the southeast by Niger, and to the north by the Mediterranean Sea.",0.0,0.0
126,126,"i ' m not sure , but algeria is the capital and most populous city in the country .","The capital and most populous city is Algiers, located in the far north of the country.",0.0,0.5
127,127,"yes , they are known for their strong curved stance , strong legs , and clawed feet .","Characteristic features of parrots include a strong, curved bill, an upright stance, strong legs, and clawed zygodactyl feet.",0.6666666666666666,1.0
128,128,i agree . they are the world ' s largest automobile manufacturer .,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",0.0,0.0
129,129,do you like van halen ? they were formed in 1965 .,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",0.0,0.0
130,130,the royal opera has been around for over 100 years .,The company employs approximately 100 dancers and has purpose built facilities within the Royal Opera House.,0.0,0.0
131,131,"yes , they have fewer employees than two employees .","Small businesses range from fifteen employees under the Australian ""Fair Work Act 2009"", fifty employees according to the definition used by the European Union, and fewer than five thousand employees, to qualify for many U.S. Small Business Administration programs.",0.0,0.0
132,132,"i am not sure , but i do know that it has a stimulating effect on the caffeine .",Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,0.0,0.0
133,133,"i ' m not sure , but the chevy camaro was the most popular model in 1968 .",Nova was the top model in the Chevy II lineup through 1968.,0.0,0.0
134,134,"i am not sure , but i do know that immortality is also known as aging disease .","The absence of aging would provide humans with biological immortality, but not invulnerability to death by disease or physical trauma; although mind uploading could solve that issue if it proved possible.",0.0,0.0
135,135,"yes , polygamy is the practice of marrying for many reasons .","Polygamy (from Late Greek , ""polygamía"", ""state of marriage to many spouses"") is the practice of marrying multiple spouses.",0.2019230769230769,0.2019230769230769
136,136,"woodstock is a music festival in the united states that has been around for over 400 , 000 years .","The Woodstock Music & Art Fair—informally, the Woodstock Festival or simply Woodstock— was a music festival in the United States in 1969 which attracted an audience of over 400,000.",0.6,0.75
137,137,have you ever gone to the wind ? it ' s a 1939 american epic historical romance film directed by margaret mitchell .,"Gone with the Wind is a 1939 American epic historical romance film, adapted from Margaret Mitchell's 1936 novel of the same name.",0.6666666666666666,0.6666666666666666
138,138,brunch is a form of alcoholic drink that originated in the late 19th century .,"Brunch is a combination of breakfast and lunch eaten usually during the late morning to early afternoon, generally served from 11am up to 3pm and regularly has some form of alcoholic drink (most usually champagne or a cocktail) served with it.",0.0,0.0
139,139,"yeah , it ' s funny that she ' s known as "" the press goddess "" .","The press coined the term ""The Love Goddess"" to describe Hayworth after she had become the most glamorous screen idol of the 1940s.",0.25,0.0
140,140,"i ' m not sure , but i do know that it is based on the roman tradition of christianity .","Roman Catholics, Anglicans and Eastern Orthodox Christians stress the harmony and importance of the Bible and sacred tradition, while Protestant churches focus on the idea of ""sola scriptura"", or scripture alone.",0.0,0.0
141,141,"i love them too ! they were originally called "" beatlemania "" .","In 1963 their enormous popularity first emerged as ""Beatlemania""; as the group's music grew in sophistication, led by primary songwriters Lennon and McCartney, the band were integral to pop music's evolution into an art form and to the development of the counterculture of the 1960s.",1.0,1.0
142,142,"i ' m not sure , but it ' s been around since the 17th century .","Although the etymology of the terms ""juggler"" and ""juggling"" in the sense of manipulating objects for entertainment originates as far back as the 11th century, the current sense of ""to juggle"", meaning ""to continually toss objects in the air and catch them"", originates from the late 19th century.",0.0425531914893617,0.0425531914893617
143,143,"i ' m not sure , but i do know that the process of vegetation is unprotected .",The lack of vegetation exposes the unprotected surface of the ground to the processes of denudation.,0.0,0.5
144,144,denmark is the capital of the kingdom of denmark .,"Denmark (; , ), officially the Kingdom of Denmark, is a Nordic country and a sovereign state.",0.0,0.0
145,145,he wrote a lot of poetry . he wrote poetry in the 19th century .,"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",0.0,0.0
146,146,"well , the first championship was founded in 1935 .",The English championship became the first national competition in 1876 and the International Cross Country Championships was held for the first time in 1903.,0.0,0.0
147,147,i would love to visit canada . it is the capital and largest city in canada .,"Its capital is Ottawa, and its three largest metropolitan areas are Toronto, Montreal, and Vancouver.",0.0,0.0
148,148,hockey is a team sport played against two players .,Hockey is a sport in which two teams play against each other by trying to maneuver a ball or a puck into the opponent's goal using a hockey stick.,0.39999999999999997,0.6666666666666666
149,149,"i ' m not sure , but i do know that there are a variety of countries in canada , australia and chile .","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",0.0,0.0
