,id,response,knowledge,Q2_no_nli,Q2
16,16,it was invented back in 1965 by sherman poppen .,"Modern snowboarding began in 1965 when Sherman Poppen, an engineer in Muskegon, Michigan, invented a toy for his daughters by fastening two skis together and attaching a rope to one end so he would have some control as they stood on the board and glided downhill.",1.0,1.0
17,17,"it ' s also known as "" snurfer ""","Dubbed the ""snurfer"" (combining snow and surfer) by his wife Nancy, the toy proved so popular among his daughters' friends that Poppen licensed the idea to a manufacturer, Brunswick Corporation, that sold about a million snurfers over the next decade.",0.0,0.0
18,18,red hair occurs naturally in 1 - 2 % of the population .,Red hair (or ginger hair) occurs naturally in 1–2% of the human population.,0.2222222222222222,0.6666666666666666
19,19,red hair varies in hues from deep burgundy to strawberry blonde .,Red hair varies in hues from a deep burgundy or bright copper (reddish-brown or auburn) through to burnt orange or red-orange and strawberry blond.,0.0,0.0
20,20,"i ' m not sure , but i do know that it ' s associated with fair skin color and lighter eye colors .","It is associated with fair skin color, lighter eye colors (gray, blue, green, and hazel), freckles, and sensitivity to ultraviolet light.",1.0,1.0
21,21,swimming is one of the most popular recreational activities .,"Swimming is consistently among top public recreational activities, and in some countries, swimming lessons are a compulsory part of the educational curriculum.",0.25,0.5
22,22,i like to swim because it is a formalized sport .,"As a formalized sport, swimming features in a range of local, national, and international competitions, including every modern summer Olympics.",0.5,0.5
23,23,i like to swim because it ' s low impact compared to running .,"As a result, swimming is “low-impact” compared to land activities such as running.",0.5,0.5
24,24,italian cuisine is also known for its regional diversity .,"Italian cuisine is known for its regional diversity, especially between the north and the south of the Italian peninsula.",0.9333333333333332,1.0
25,25,donald trump is the 45th president of the united states .,"Donald John Trump (born June 14, 1946) is the 45th and current President of the United States, in office since January 20, 2017.",0.8666666666666666,0.9166666666666666
26,26,"i ' m not sure , but he won the 2016 presidential race in 2016 .",Trump entered the 2016 presidential race as a Republican and defeated sixteen opponents in the primaries.,0.0,0.25
27,27,"me too ! it is a means of language acquisition , communication , and of sharing information and ideas .","Reading is a means of language acquisition, communication, and of sharing information and ideas.",0.5909090909090908,1.0
28,28,it is a complex interaction between the text and the reader,"Like all languages, it is a complex interaction between the text and the reader which is shaped by the reader’s prior knowledge, experiences, attitude, and language community which is culturally and socially situated.",0.5,1.0
29,29,"reading requires continuous practice , development , and refinement .","The reading process requires continuous practice, development, and refinement.",0.8888888888888888,1.0
30,30,compulsive disorder is a mental disorder where people feel the need to check things repeatedly,"Obsessive–compulsive disorder (OCD) is a mental disorder where people feel the need to check things repeatedly, perform certain routines repeatedly (called ""rituals""), or have certain thoughts repeatedly.",0.5,0.6
31,31,bagels are usually topped with poppy seeds or sesame seeds .,"Bagels are often topped with seeds baked on the outer crust, with the traditional ones being poppy or sesame seeds.",0.8333333333333333,1.0
32,32,i love starbucks ! it was founded in 1971 .,"Starbucks was founded in Seattle, Washington in 1971.",1.0,1.0
33,33,"i ' m not sure , but they have 23 , 768 locations worldwide .","As of November 2016, it operates 23,768 locations worldwide.",0.0,0.0
34,34,"me too ! it was originally called "" insomnia cafe "" .","Kauffman and Crane began developing ""Friends"" under the title ""Insomnia Cafe"" between November and December 1993.",1.0,1.0
35,35,"i ' m not sure , but i do know that they serve hot and cold coffee .","Starbucks locations serve hot and cold drinks, whole-bean coffee, microground instant coffee known as VIA, espresso, caffe latte, full- and loose-leaf teas including Teavana tea products, Evolution Fresh juices, Frappuccino beverages, La Boulange pastries, and snacks including items such as chips and crackers; some offerings (including their annual fall launch of the Pumpkin Spice Latte) are seasonal or specific to the locality of the store.",0.75,0.75
36,36,skunks are known for their ability to spray a strong unpleasant smell .,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,0.0,0.0
37,37,my favorite artist is lady gaga . she is known for her unconventionality and provocative work .,She is known for her unconventionality and provocative work as well as experimenting with new images.,0.13333333333333333,0.3333333333333333
38,38,"have you ever heard of the song "" love me do "" ?","Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",0.0,0.0
39,39,"i ' m not sure , but they formed in liverpool in 1960 .",The Beatles were an English rock band formed in Liverpool in 1960.,0.6666666666666666,0.6666666666666666
40,40,"i ' m not sure , but i do know that ringo starr began in 1962 .","The core trio of Lennon, McCartney and Harrison went through a succession of drummers, including Pete Best, before asking Starr to join them in 1962.",0.0,0.0
41,41,"yes , vegetarianism is the practice of abstaining from the consumption of meat","Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",1.0,1.0
42,42,i don ' t know much about dc comics but i do know that elements of comics include speech bubbles and characters .,"The key elements of comic books include panels, balloons (speech bubbles), text (lines), and characters.",0.16666666666666666,0.5
43,43,heavy metal has roots in blues rock and psychedelic / acid rock,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",0.85,1.0
44,44,skateboarding is an action sport that involves riding and performing tricks .,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,0.25,1.0
45,45,do you ever play the kickflip ? it was invented by rodney mullen .,"The first flip trick called a kickflip, originally called a ""magic flip,"" was invented by professional skateboarder Rodney Mullen.",1.0,1.0
46,46,netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.",1.0,1.0
47,47,that ' s awesome ! beetroot is used as food coloring .,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",0.0,0.0
48,48,"it is a group of physical , mental , and spiritual practices .","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0.0,0.0
49,49,"i ' m not sure , but i do know it has a meditative and spiritual core .","Yoga in Indian traditions, however, is more than physical exercise; it has a meditative and spiritual core.",1.0,1.0
50,50,the most well known types of yoga are hatha yoga and rāja yoga .,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,0.42857142857142855,1.0
51,51,toyota is one of the world ' s leader in hybrid vehicles .,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",0.9,1.0
52,52,"i ' m not sure , but it originated from celtic harvest festivals .","It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.",0.8571428571428571,1.0
53,53,have you ever been to new york york times ? it ' s a newspaper based in new york city .,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",0.7142857142857143,1.0
54,54,it was founded in 1851 and has won 122 pulitzer prizes,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.",1.0,1.0
55,55,"i ' m not sure , but i do know that there are ethical vegans that extend the philosophy into other areas of their lives .","The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0.5,0.6666666666666666
56,56,i love listening to classical music . it is rooted in western culture .,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",0.8333333333333333,1.0
57,57,have you ever been to jamaica ? it ' s an island country in the caribbean .,Jamaica () is an island country situated in the Caribbean Sea.,0.2222222222222222,0.3333333333333333
58,58,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",0.9333333333333332,1.0
59,59,"i ' m not sure , but they have paired organs in front of each other .","To accommodate their narrow bodies, snakes' paired organs (such as kidneys) appear one in front of the other instead of side by side, and most have only one functional lung.",1.0,1.0
60,60,it was first published in 1869 by frederick myers .,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,1.0,1.0
61,61,sculpture is a branch of the visual arts that operates in three dimensions,Sculpture is the branch of the visual arts that operates in three dimensions.,1.0,1.0
62,62,"that is true , they have poorer color vision .","Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",0.0,0.5
63,63,the bible is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration,"The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.",1.0,1.0
64,64,there are many different authors that contributed to the bible .,Many different authors contributed to the Bible.,1.0,1.0
65,65,caffeine is the world ' s most widely consumed psychoactive drug .,It is the world's most widely consumed psychoactive drug.,0.6666666666666666,0.6666666666666666
66,66,"i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .","Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",0.8888888888888888,1.0
67,67,have you ever watched scream ? it was directed by wes craven .,Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.,1.0,1.0
68,68,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .","Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",0.7333333333333333,0.8
69,69,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .","This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",0.6666666666666666,0.6666666666666666
70,70,walt disney was founded in 1923 by walt disney brothers .,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",0.7037037037037036,0.7037037037037036
71,71,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",0.0,0.0
72,72,"yes , there are many different types of cheese .",Hundreds of types of cheese from various countries are produced.,1.0,1.0
73,73,"yes , peta is an american animal rights organization .","People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",0.3333333333333333,0.3333333333333333
74,74,it is one of the three co - equal branches of the federal government .,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,0.7857142857142858,1.0
75,75,i am not sure but divorce laws vary considerably around the world .,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",1.0,1.0
76,76,my favorite band is metallica . they are an american heavy metal band from los angeles .,"Metallica is an American heavy metal band from Los Angeles, California.",0.9333333333333332,1.0
77,77,i love reading . it ' s a process of decoding symbols to construct or derive meaning .,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",1.0,1.0
78,78,blue lies between violet and green on the spectrum of visible light,It lies between violet and green on the spectrum of visible light.,1.0,1.0
79,79,"i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .","Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",1.0,1.0
80,80,"i ' m not sure , but it grossed more than 211 million dollars .","The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.",0.2857142857142857,0.0
81,81,"i ' m not sure , but i do know that it was created in the netherlands .","Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",1.0,1.0
82,82,"i ' m not sure , but i do know that the film was produced by $ 200 million .","It was the most expensive film ever made at the time, with a production budget of $200 million.",1.0,1.0
83,83,"i ' m not sure , but i do know that it was formed in 1994 .","System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",1.0,1.0
84,84,"i ' m not sure but they were founded in munich , bavaria .","The company was founded in 1916 and has its headquarters in Munich, Bavaria.",0.0,0.0
85,85,they are an american rock band formed in 1965 in california .,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",0.625,1.0
86,86,"yes , it is an american animated sitcom created by matt groening .",The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,0.3333333333333333,0.6666666666666666
87,87,"i don ' t know , but i do know that the definition of marriage varies around the world .","The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",0.5,0.5
88,88,it was the most popular television show in 2006 and 2007 .,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",0.5238095238095238,0.6666666666666666
89,89,florida has the longest coastline in the contiguous united states .,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",0.9166666666666666,1.0
90,90,country music originated in the southern united states in the early 1920 ' s .,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0.7666666666666666,1.0
91,91,beer is one of the oldest alcoholic drinks in the world .,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",1.0,1.0
92,92,"beer is brewed from cereal grains such as malted barley , wheat , and maize .","Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.",0.75,0.75
93,93,the first mustang was a two - seater concept car .,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,0.6333333333333333,0.8333333333333334
94,94,"pink is also associated with charm , politeness and sweetness .","According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.",0.3333333333333333,0.3333333333333333
95,95,"i am not sure , but i do know that he was banned in the olympics .","However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.",0.0,0.5
96,96,hollywood is located in the central region of los angeles .,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",0.9333333333333332,1.0
97,97,"i am not sure , but it is cultivated in over 70 countries .","Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.",1.0,1.0
98,98,i ' m not sure but i do know that they are suited for suburban or country environments .,Golden Retrievers are well suited to residency in suburban or country environments.,0.5,0.5
99,99,heavy metal lyrics are associated with aggression and machismo .,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,0.8888888888888888,1.0
100,100,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0.5238095238095238,0.6666666666666666
101,101,the history of pizza goes back to ancient times .,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",0.3333333333333333,0.6666666666666666
102,102,it ' s one of the four largest ballet companies in the world .,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",0.0,0.5
103,103,i love mcdonalds ! it was founded in 1940 by richard and maurice mcdonald .,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",1.0,1.0
104,104,the history of brewing dates back to 2500 bc !,"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.",1.0,1.0
105,105,i am not sure but i do know they were invented in the late 19th century .,"The first headphones were developed in the late 19th century for use by telephone operators, to keep their hands free.",1.0,1.0
106,106,the golden arches logo was first used in 1953 in phoenix arizona .,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",1.0,1.0
107,107,salsa dance has origins in puerto rican bomba and mambo .,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.",0.8333333333333333,1.0
108,108,that ' s true . the first airplane was invented in 1903 .,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",0.7777777777777777,0.8888888888888888
109,109,"i am not sure , but i do know sam ' s club is also owned by walmart .",It also owns and operates Sam's Club retail warehouses.,0.2,0.5
110,110,it is set in westeros and essos . it has three story arcs .,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",1.0,1.0
111,111,the earliest evidence of pancakes date back to prehistoric times .,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,0.5,1.0
112,112,"the word crochet comes from the french word "" crochet "" which means small hook .","The name is derived from the French term ""crochet"", meaning 'small hook'.",0.625,1.0
113,113,me too ! they ' re an american vocal group formed in 1993 .,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.",1.0,1.0
114,114,"it focuses on the lives of surgical interns , residents , and physicians .","The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.",1.0,1.0
115,115,"i don ' t know much about them , but i do know that they have a lot of vitamin k and b6 .","The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.",0.4444444444444444,0.6666666666666666
116,116,it ' s based on a song of ice and fire by george r . r . martin .,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",0.0,0.0
117,117,the waves suitable for surfing are primarily found in the ocean .,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",1.0,1.0
118,118,there are 393 species of parrots in 92 genera .,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",1.0,1.0
119,119,"i live in new york , the most populous city in the united states .","The City of New York, often called New York City or simply New York, is the most populous city in the United States.",1.0,1.0
120,120,do you like taylor swift ? she is an american singer and songwriter .,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.",0.9,1.0
121,121,it was established back in 1881 by clara barton .,"ARC was established in Washington, D.C. on May 21, 1881, by Clara Barton.",0.75,1.0
122,122,"i ' m not sure , but it is governed by the international federation of association football .","Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups for both men and women every four years.",1.0,1.0
123,123,i love steak ! it ' s a meat sliced across the muscle fibers .,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",1.0,1.0
124,124,have you ever played overwatch ? it was released in may 2016,"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",0.0,0.0
125,125,"i ' m not sure , but there are over 45 , 700 species !",", at least 45,700 spider species, and 113 families have been recorded by taxonomists.",0.5,0.5
126,126,"i ' m not sure , but they have sold over 80 million records worldwide .","Red Hot Chili Peppers are one of the best-selling bands of all time with over 80 million records sold worldwide, have been nominated for sixteen Grammy Awards, of which they have won six, and are the most successful band in alternative rock radio history, currently holding the records for most number-one singles (13), most cumulative weeks at number one (85) and most top-ten songs (25) on the ""Billboard"" Alternative Songs chart.",1.0,1.0
127,127,hatha yoga is one of the most commonly known types of yoga .,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,1.0,1.0
128,128,i ' m not sure but i do know that garfield was first published in 1978 .,"Published since 1978, it chronicles the life of the title character, the cat Garfield; Jon Arbuckle, his owner; and Jon's dog, Odie.",1.0,1.0
129,129,i agree with you . there are so many types of processed foods that contain unfamiliar animal ingredients .,"Packaged and processed foods, such as cakes, cookies, candies, chocolate, yogurt, and marshmallows, often contain unfamiliar animal ingredients, so may be a special concern for vegetarians due to the likelihood of such additions.",0.8333333333333333,1.0
130,130,"i ' m not sure , but the summers have a tundra climate .","Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.",0.5,0.5
131,131,marketing is often used to create and satisfy the customer .,"Marketing is used to create, keep and satisfy the customer.",1.0,1.0
132,132,"do you like yoga ? it is a group of physical , mental , and spiritual practices .","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0.9166666666666666,1.0
133,133,"the word tattoo comes from the polynesian word "" tatau "" which means to write .","The word ""tattoo"", or ""tattow"" in the 18th century, is a loanword from the Polynesian word ""tatau"", meaning ""to write"".",1.0,1.0
134,134,"i am not a vegan , but i do know that veganism is the practice of abstaining from the use of animal products","Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.",1.0,1.0
135,135,the color purple was worn by roman magistrates and the rulers of the byzantine empire .,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",0.7999999999999999,0.7999999999999999
136,136,have you ever watched jeopardy ? it ' s a quiz competition .,"The show features a quiz competition in which contestants are presented with general knowledge clues in the form of answers, and must phrase their responses in the form of questions.",0.5,0.5
137,137,golden retrievers are the third most popular family dog in the united states .,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",0.5714285714285714,0.5714285714285714
138,138,"i ' ve never heard of that , but i do know that it is often used as a disability assistance dog .",The Golden Retriever is popular as a disability assistance dog such as being a guide dog for the blind and a hearing dog for the deaf.,0.8,0.8
139,139,algeria is the 10th largest country in the world .,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",0.6666666666666666,1.0
140,140,they are called house cats when kept as indoor pets .,They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,1.0,1.0
141,141,"it is made in the form of a liquid , paste , or in a block .","It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods.",0.0,0.0
142,142,cacao has been cultivated by many cultures for over three millennia .,Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,0.5238095238095238,0.5238095238095238
143,143,it has been around since the 6th millennium bc .,"Brewing has taken place since around the 6th millennium BC, and archaeological evidence suggests that emerging civilizations including ancient Egypt and Mesopotamia brewed beer.",1.0,1.0
144,144,"yes , they are an english rock band formed in 1985 .","Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",0.5,0.75
145,145,"i like their debut album "" pablo honey "" which was released in 1993 .","It became a worldwide hit after the release of their debut album, ""Pablo Honey"" (1993).",1.0,1.0
146,146,"i ' m not sure , but i do know it originated in southwest china .","Tea originated in Southwest China, where it was used as a medicinal drink.",1.0,1.0
147,147,dance is a performing art form that involves selected sequences of movement,Dance is a performing art form consisting of purposefully selected sequences of human movement.,0.8888888888888888,1.0
148,148,dance is categorized by its choreography and repertoire of movements,"Dance can be categorized and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.",1.0,1.0
149,149,michael phelps is the most decorated olympian of all time .,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.",0.6666666666666666,1.0
